O	Na	Mg	Al	Si	K	Ca	Ti	Fe
3.377	0.066	0.199	0.357	1.052	0.049	0.158	0.043	0.181
2.84	0.049	0.066	0.259	0.953	0.015	0.253	0.005	0.166
2.775	0.099	0.044	0.219	0.963	0.003	0.201	0	0.192
2.86	0.142	0.103	0.292	0.949	0.036	0.233	0	0.068
2.843	0.141	0.081	0.274	0.958	0.046	0.128	0	0.168
3.287	0.096	0.165	0.392	0.998	0.038	0.364	0.012	0.056
2.893	0.112	0.103	0.277	1.005	0.021	0.113	0.041	0.084
2.923	0.047	0.139	0.299	1.036	0.006	0.063	0.006	0.109
3.22	0.188	0.092	0.328	0.945	0.052	0.272	0.025	0.226
3.016	0.065	0.149	0.28	1.001	0.033	0.11	0.019	0.174
3.035	0.092	0.124	0.411	0.893	0.056	0.272	0.023	0.115
3.075	0.055	0.098	0.266	1.05	0.045	0.213	0	0.181
3.053	0.171	0.098	0.411	0.982	0.048	0.15	0	0.095
2.905	0.13	0.155	0.374	0.964	0.058	0.084	0.017	0.036
3.201	0.137	0.181	0.24	1.007	0.043	0.252	0	0.22
2.818	0.01	0.021	0.31	0.911	0.042	0.141	0	0.239
2.772	0.084	0.083	0.207	0.929	0.058	0.212	0.033	0.173
3.275	0.024	0.141	0.371	1.006	0.066	0.096	0.031	0.327
2.957	0.116	0.144	0.322	1.02	0.04	0.125	0.003	0.075
3.129	0.08	0.065	0.199	1.082	0.041	0.227	0.032	0.235
2.743	0.099	0.067	0.263	0.967	0.019	0.168	0.042	0.034
3.293	0.121	0.14	0.338	1.004	0.034	0.291	0.024	0.195
2.891	0.075	0.08	0.334	0.931	0.026	0.17	0.001	0.206
2.67	0.058	0.13	0.166	0.995	0.048	0.091	0.005	0.107
3.061	0.158	0.115	0.497	0.862	0.017	0.198	0	0.17
3.2	0.085	0.123	0.316	1.053	0.057	0.141	0.009	0.207
3.262	0.133	0.178	0.333	0.968	0.048	0.184	0.007	0.26
2.897	0.133	0.132	0.3	1.02	0.037	0.056	0.013	0.091
2.837	0.087	0.069	0.272	0.936	0.044	0.135	0.029	0.173
2.999	0.123	0.161	0.338	1.027	0.035	0.078	0.007	0.076
3.018	0.146	0.1	0.326	0.932	0.033	0.329	0	0.117
3.007	0.017	0.093	0.369	0.976	0.054	0.046	0.015	0.222
2.486	0.094	0.067	0.192	0.941	0.052	0.155	0.001	0.019
2.953	0.036	0.186	0.36	0.962	0.04	0.167	0.002	0.08
2.936	0.049	0.089	0.236	0.955	0.028	0.214	0.039	0.222
2.574	0.058	0.004	0.35	0.916	0.018	0.058	0.008	0.084
3.23	0.046	0.102	0.423	1.028	0.045	0.172	0	0.187
3.028	0.1	0.093	0.282	0.922	0.054	0.273	0.018	0.224
2.782	0.124	0.018	0.275	0.933	0.034	0.177	0.01	0.157
3.028	0.108	0.131	0.327	1.007	0.032	0.171	0.022	0.081
2.893	0.068	0.168	0.278	0.905	0.03	0.161	0.028	0.164
3.212	0.068	0.161	0.362	0.978	0.038	0.168	0.008	0.217
3.203	0.096	0.124	0.201	1.058	0.035	0.28	0.048	0.152
3.276	0.215	0.223	0.317	0.983	0.067	0.223	0.013	0.193
3.052	0.082	0.113	0.349	1.072	0.034	0.107	0.042	0.017
3.02	0.026	0	0.344	1.04	0.044	0.095	0.008	0.187
2.95	0.074	0.153	0.304	0.988	0.054	0.128	0.005	0.112
2.906	0.09	0.05	0.234	1.001	0.029	0.144	0.01	0.207
3.199	0.181	0.091	0.399	0.981	0.022	0.224	0	0.161
2.989	0.017	0.104	0.36	0.844	0.049	0.215	0.043	0.279
3.095	0.083	0.092	0.462	0.991	0.049	0.045	0.008	0.135
2.811	0.083	0.148	0.234	0.936	0.057	0.203	0.032	0.074
3.189	0.12	0.175	0.448	0.997	0.03	0.157	0.012	0.073
2.786	0.119	0.095	0.294	0.986	0.045	0.119	0.032	0.011
3.157	0.077	0.163	0.403	1.052	0.054	0.174	0.019	0.007
3.041	0.04	0.117	0.367	0.922	0.025	0.248	0.002	0.239
3.161	0.053	0.105	0.454	1.013	0.018	0.161	0.007	0.095
2.863	0.016	0.044	0.295	0.913	0.052	0.126	0.041	0.29
2.719	0.061	0.072	0.361	0.942	0.026	0.086	0.005	0.061
3.146	0.162	0.15	0.449	0.878	0.021	0.208	0.012	0.163
3.39	0.109	0.131	0.357	1.051	0.067	0.218	0	0.256
3.133	0.124	0.183	0.335	0.991	0.049	0.249	0	0.117
3.11	0.064	0.217	0.438	0.908	0.049	0.12	0.018	0.161
3.229	0.084	0.117	0.395	1.003	0.035	0.302	0.015	0.105
3.164	0.087	0.104	0.388	1.017	0.032	0.139	0.003	0.186
3.195	0.099	0.126	0.336	1.096	0.072	0.202	0	0.077
3.031	0.04	0.079	0.295	0.974	0.04	0.314	0.027	0.136
3.153	0.073	0.11	0.378	0.983	0.023	0.22	0	0.228
2.822	0.053	0.14	0.443	0.895	0	0.122	0	0.058
3.278	0.121	0.158	0.329	1	0.017	0.22	0.025	0.221
2.717	0.125	0.081	0.268	0.973	0.059	0.126	0.021	0.025
2.876	0.047	0.153	0.324	0.961	0.046	0.177	0.008	0.067
3.059	0.126	0.089	0.372	1.009	0.013	0.254	0	0.07
3.246	0.122	0.129	0.344	0.977	0.04	0.21	0.03	0.285
2.943	0.061	0.03	0.387	0.915	0.031	0.336	0.013	0.074
3.02	0.116	0.077	0.305	0.941	0.034	0.207	0.061	0.163
3.017	0.028	0.122	0.393	0.936	0.015	0.259	0.012	0.108
2.627	0.132	0.038	0.295	0.855	0.067	0.175	0.036	0.079
3.21	0.146	0.199	0.418	0.941	0.005	0.103	0	0.244
3.286	0.089	0.134	0.452	1.08	0.03	0.185	0.014	0.032
3.254	0.026	0.167	0.352	1.036	0.065	0.312	0	0.127
3.073	0.082	0.169	0.267	0.976	0.025	0.151	0.001	0.29
3.058	0.086	0.037	0.501	0.934	0.064	0.17	0.016	0.108
2.881	0.103	0.047	0.305	0.888	0.007	0.191	0.016	0.224
2.956	0.09	0.133	0.332	0.904	0.046	0.153	0.03	0.201
2.848	0.038	0.073	0.365	0.938	0.053	0.138	0	0.14
2.803	0.1	0.063	0.269	1.018	0.024	0.066	0.017	0.136
2.941	0.104	0.204	0.318	0.934	0.029	0.243	0.018	0.044
2.827	0.019	0.103	0.3	0.955	0.008	0.145	0	0.151
3.155	0.051	0.103	0.371	0.923	0.042	0.215	0.027	0.238
2.952	0.164	0.091	0.328	0.935	0.034	0.101	0.02	0.249
2.82	0.109	0.046	0.293	1.013	0.021	0.102	0.018	0.084
3.388	0.076	0.181	0.3	0.995	0.041	0.137	0.03	0.348
3.344	0.057	0.119	0.534	0.975	0.038	0.095	0.023	0.231
2.976	0.047	0.106	0.381	1.08	0.034	0.097	0	0.001
2.982	0.095	0.101	0.338	0.912	0.059	0.179	0.009	0.267
3.03	0.111	0.034	0.293	0.946	0.055	0.214	0.015	0.23
3.004	0.059	0.105	0.286	0.972	0.027	0.222	0.029	0.153
3.226	0.068	0.138	0.407	0.974	0.035	0.204	0.007	0.192
3.026	0.119	0.147	0.275	0.956	0.038	0.159	0.017	0.218
2.906	0.177	0.122	0.36	0.963	0.036	0.034	0	0.122
3.29	0.117	0.193	0.349	0.962	0.028	0.333	0.022	0.199
3.092	0.077	0.082	0.397	0.935	0.009	0.183	0.018	0.198
3.027	0.008	0.096	0.437	0.936	0.063	0.174	0.013	0.119
3.09	0.088	0.203	0.304	1.09	0.041	0.066	0	0.084
3.171	0.087	0.247	0.294	1.042	0.07	0.046	0.01	0.177
2.699	0.126	0.187	0.325	0.835	0.014	0.085	0	0.167
2.964	0.092	0.112	0.409	0.962	0.057	0.064	0.018	0.13
3.097	0.09	0.102	0.316	0.966	0.014	0.195	0.017	0.216
3.057	0.119	0.123	0.378	1.011	0.032	0.159	0.024	0.046
2.623	0.075	0.045	0.278	0.872	0.011	0.182	0.026	0.127
3.066	0.118	0.053	0.314	0.997	0.059	0.216	0.014	0.194
3.24	0.031	0.143	0.457	0.994	0.032	0.191	0.016	0.15
2.767	0.079	0.117	0.326	0.934	0.033	0.088	0.019	0.095
2.849	0.048	0.137	0.252	0.978	0.052	0.129	0	0.139
3.046	0.057	0.067	0.4	0.954	0.038	0.254	0.011	0.119
2.968	0.096	0.149	0.371	0.966	0.046	0.122	0.002	0.088
2.825	0.1	0.028	0.332	0.931	0.039	0.168	0.03	0.095
3.073	0.106	0.056	0.423	0.992	0.045	0.105	0.002	0.179
3.183	0.128	0.137	0.378	0.95	0.026	0.23	0.024	0.208
3.494	0.135	0.102	0.445	1.12	0.037	0.227	0	0.12
3.122	0.092	0.149	0.375	1.043	0.037	0.113	0	0.099
2.863	0.184	0.13	0.316	0.946	0.048	0.076	0.015	0.135
3.045	0.132	0.129	0.381	0.993	0.012	0.184	0.035	0.032
3.214	0.05	0.097	0.362	1.01	0.045	0.22	0.02	0.238
2.885	0.053	0.168	0.277	0.964	0.014	0.098	0.037	0.125
2.87	0.03	0.059	0.406	0.892	0.045	0.165	0.006	0.176
2.84	0.086	0.167	0.359	0.931	0.013	0.138	0.042	0
3.212	0.024	0.201	0.409	0.993	0.04	0.157	0	0.167
3.165	0.109	0.08	0.427	0.91	0.043	0.146	0.017	0.257
2.839	0.05	0.077	0.295	0.924	0.023	0.251	0.002	0.148
3.21	0.113	0.177	0.472	0.923	0.047	0.178	0.01	0.169
2.834	0.03	0.069	0.288	0.965	0.01	0.117	0.031	0.143
3.148	0.033	0.056	0.346	0.932	0.035	0.351	0.006	0.26
3.307	0.089	0.15	0.387	0.959	0.066	0.295	0.021	0.243
2.849	0.108	0.259	0.125	0.944	0.04	0.147	0.052	0.141
3.085	0.159	0.165	0.297	0.975	0.036	0.217	0	0.151
3.143	0.092	0.13	0.292	1.029	0.055	0.11	0.011	0.212
2.923	0.099	0.211	0.277	0.973	0.073	0.075	0.047	0.072
3.321	0.079	0.041	0.394	0.988	0.041	0.381	0.022	0.213
2.799	0.124	0.095	0.229	0.956	0.033	0.177	0	0.132
2.975	0.071	0.097	0.219	1.006	0.069	0.203	0.004	0.175
3.086	0.148	0.088	0.28	1.037	0.044	0.279	0.033	0.054
2.75	0.17	0.119	0.282	0.929	0.018	0.138	0.019	0.062
2.861	0.021	0.136	0.291	0.953	0	0.196	0	0.125
3.055	0.072	0.108	0.441	0.953	0.042	0.201	0.012	0.097
2.827	0.176	0.173	0.277	0.908	0.056	0.112	0.014	0.163
3.109	0.06	0.119	0.315	0.942	0.047	0.241	0.01	0.249
3.458	0.104	0.137	0.409	1.046	0.035	0.178	0.037	0.218
3	0.082	0.154	0.281	0.963	0.026	0.149	0.017	0.225
3.318	0.045	0.109	0.429	0.969	0.023	0.178	0.029	0.259
2.819	0.068	0.127	0.36	0.9	0.031	0.094	0.011	0.134
3.036	0.128	0.143	0.241	0.986	0.035	0.311	0	0.152
3.216	0.094	0.028	0.34	0.995	0.052	0.243	0.03	0.228
2.915	0	0.129	0.202	0.936	0.002	0.209	0.065	0.208
2.798	0.016	0	0.333	0.918	0.045	0.116	0.034	0.168
2.82	0.026	0.07	0.214	1.028	0.028	0.047	0	0.221
2.965	0.091	0.124	0.409	0.962	0	0.169	0.02	0.043
2.796	0.078	0.127	0.198	0.958	0.041	0.149	0.03	0.129
3.026	0.084	0.167	0.405	0.916	0.045	0.244	0.011	0.071
2.775	0.084	0.093	0.156	1.029	0.017	0.266	0.021	0.025
3.271	0.07	0.126	0.395	0.995	0.049	0.164	0.038	0.21
3.4	0.15	0.118	0.434	1.118	0.002	0.225	0.009	0.073
2.754	0.092	0.078	0.284	0.957	0.011	0.189	0	0.064
3.225	0.117	0.055	0.448	1.024	0.021	0.158	0.059	0.081
3.067	0.126	0.138	0.398	1.041	0.032	0.135	0	0.034
2.873	0.12	0.095	0.29	0.942	0.026	0.232	0.014	0.105
3.009	0.093	0.194	0.357	1.007	0.057	0.147	0.008	0.021
3.457	0.039	0.109	0.374	1.1	0.026	0.284	0	0.22
3.473	0.165	0.125	0.334	1.048	0.054	0.312	0.037	0.205
3.226	0.122	0.142	0.358	1.027	0.004	0.136	0.032	0.199
2.893	0.134	0.092	0.262	1.01	0.065	0.094	0.019	0.107
2.96	0.105	0.11	0.33	0.968	0.035	0.168	0.026	0.114
3.077	0.082	0.143	0.255	1.002	0.034	0.19	0.037	0.16
2.794	0.07	0.037	0.317	0.996	0.048	0.058	0.017	0.135
2.895	0.104	0.139	0.322	0.964	0.031	0.107	0	0.134
2.807	0.071	0.131	0.165	0.984	0.036	0.06	0.012	0.226
2.738	0.117	0.047	0.376	0.924	0.034	0.039	0.012	0.138
2.987	0.1	0.107	0.422	0.921	0.047	0.215	0	0.086
2.921	0.07	0.063	0.32	0.95	0.037	0.261	0.015	0.117
3.35	0.072	0.155	0.324	0.942	0.053	0.244	0.05	0.287
3.165	0.14	0.086	0.482	0.971	0.03	0.145	0.022	0.112
3.218	0.12	0.118	0.298	1.039	0.014	0.218	0	0.224
3.253	0.125	0.137	0.397	1.008	0.047	0.192	0.015	0.147
3.243	0.094	0.095	0.322	1.053	0.044	0.223	0.002	0.207
2.555	0.125	0.021	0.204	0.844	0.034	0.264	0	0.19
2.889	0.154	0.118	0.257	1.003	0.024	0	0.016	0.213
3.016	0.08	0.1	0.4	0.961	0.005	0.216	0.014	0.104
3.092	0.133	0.154	0.339	0.995	0.026	0.118	0.036	0.138
2.882	0.103	0.073	0.418	0.912	0.02	0.211	0	0.06
2.693	0.082	0.11	0.306	0.924	0.056	0.162	0.013	0.015
2.667	0.068	0.084	0.358	0.917	0.022	0.11	0	0.041
3.082	0.122	0.051	0.255	1.073	0.043	0.222	0.025	0.139
3.017	0.118	0.056	0.331	1.052	0.041	0.129	0.028	0.065
3.227	0.056	0.066	0.339	1.009	0.037	0.245	0.012	0.217
3.202	0.075	0.111	0.343	1.015	0.051	0.214	0.01	0.195
3.181	0.073	0.153	0.47	0.932	0.051	0.235	0.029	0.092
3.091	0.071	0.198	0.375	0.974	0.049	0.16	0.033	0.068
3.309	0.048	0.16	0.324	1.025	0.057	0.288	0.021	0.2
2.97	0.043	0.099	0.353	0.977	0.026	0.213	0	0.136
3.135	0.101	0.227	0.416	1.026	0.015	0.106	0	0.053
3.215	0.074	0.124	0.396	0.987	0.039	0.268	0.002	0.185
3.054	0.134	0.121	0.384	0.981	0.033	0.114	0.001	0.137
2.795	0.107	0.151	0.3	0.938	0.039	0	0	0.229
3.118	0.073	0.195	0.363	0.981	0.048	0.152	0.022	0.128
2.679	0.088	0.08	0.256	0.915	0.014	0.123	0.008	0.134
2.934	0.108	0.13	0.332	0.925	0.015	0.224	0.04	0.08
2.759	0.094	0.044	0.308	0.884	0.054	0.131	0	0.261
2.953	0.097	0.132	0.308	0.912	0.039	0.117	0.012	0.221
2.749	0.091	0.162	0.187	0.974	0.03	0.132	0	0.114
2.666	0.032	0.129	0.246	0.982	0.041	0.056	0	0.096
2.907	0.072	0.061	0.403	0.928	0.034	0.064	0.01	0.182
3.304	0.071	0.168	0.357	0.991	0.041	0.199	0.068	0.156
2.898	0.092	0.115	0.263	1.01	0.022	0.16	0.009	0.095
3.145	0.076	0.027	0.477	0.915	0.051	0.269	0.002	0.233
2.902	0.127	0.103	0.19	0.951	0.011	0.242	0.027	0.175
3.024	0.08	0.152	0.314	1.001	0.007	0.223	0.024	0.075
2.475	0.05	0.066	0.328	0.888	0.032	0.02	0	0.054
2.931	0.038	0.057	0.297	0.943	0.019	0.168	0	0.254
2.612	0.074	0.139	0.236	0.955	0.04	0.073	0.029	0.021
2.886	0.074	0.024	0.25	1.068	0.024	0.108	0.018	0.117
2.721	0.118	0	0.323	0.914	0.047	0.095	0.025	0.177
3.226	0.136	0.139	0.409	0.977	0.051	0.154	0.024	0.148
3.259	0.16	0.144	0.158	1.073	0.032	0.278	0.031	0.205
2.942	0.061	0.158	0.278	0.936	0.031	0.254	0.028	0.119
3.212	0.067	0.068	0.331	1.051	0.063	0.108	0.023	0.227
3.411	0.067	0.081	0.488	0.96	0.046	0.339	0.028	0.188
3.158	0.028	0.075	0.452	1.015	0.057	0.073	0.046	0.131
3.112	0.114	0.104	0.401	1.008	0.014	0.161	0.009	0.127
3.133	0.201	0.091	0.482	0.932	0.032	0.184	0.036	0.065
3.138	0.083	0.04	0.449	0.91	0.036	0.163	0.027	0.223
2.803	0.105	0.131	0.291	0.964	0.054	0.074	0.029	0.087
2.714	0.074	0.091	0.304	0.887	0.022	0.114	0	0.187
2.971	0.098	0.137	0.295	0.956	0.023	0.196	0	0.17
3.222	0.111	0.061	0.399	1.042	0.037	0.235	0.016	0.11
2.969	0.077	0.153	0.199	1.002	0.03	0.179	0.01	0.179
2.81	0.074	0.051	0.303	0.993	0.002	0.135	0.03	0.064
2.881	0.08	0.087	0.304	0.96	0	0.208	0	0.13
3.166	0.103	0.151	0.265	0.99	0.026	0.298	0.03	0.195
2.981	0.054	0.155	0.259	0.985	0.064	0.289	0	0.113
3.182	0.15	0.153	0.41	1.006	0.037	0.109	0.019	0.129
2.914	0.143	0.085	0.374	0.853	0.08	0.234	0.038	0.113
3.087	0.126	0.142	0.307	1.012	0.057	0.06	0.014	0.208
3.283	0.101	0.152	0.443	1.008	0.029	0.092	0.024	0.223
2.95	0.051	0.091	0.231	1.035	0.02	0.062	0.017	0.219
3.431	0.011	0.138	0.454	1.044	0.038	0.208	0.024	0.164
2.61	0.015	0.056	0.218	0.953	0.022	0.127	0.025	0.095
2.877	0.046	0.11	0.351	0.918	0.012	0.176	0.008	0.171
3.055	0.127	0.187	0.299	1.021	0.051	0.165	0	0.092
2.914	0.04	0.125	0.311	0.971	0.051	0.134	0.052	0.087
2.619	0.069	0.135	0.314	0.887	0.055	0.144	0.01	0.009
2.762	0.128	0.04	0.279	0.942	0.043	0.176	0.016	0.121
3.027	0.124	0.1	0.351	0.984	0.038	0.284	0	0.067
3.068	0.075	0.151	0.364	0.98	0.049	0.098	0.009	0.183
3.299	0.043	0.164	0.403	0.965	0.05	0.165	0.055	0.201
3.331	0.095	0.158	0.452	1.025	0.046	0.138	0.013	0.174
2.739	0.128	0.146	0.229	0.92	0.047	0.081	0.036	0.155
3.063	0.089	0.151	0.326	0.98	0.016	0.17	0.027	0.169
2.958	0.105	0.17	0.398	0.954	0.04	0.116	0	0.069
3.044	0.087	0.153	0.357	1.001	0.02	0.164	0.016	0.101
2.999	0.068	0.09	0.335	0.958	0.024	0.279	0.005	0.123
2.782	0.058	0.051	0.296	0.932	0.055	0.218	0.001	0.102
2.758	0.073	0.108	0.295	1.004	0.046	0.068	0.003	0.045
2.943	0.111	0.059	0.341	0.962	0.03	0.178	0.023	0.147
2.889	0.068	0.091	0.428	0.834	0.052	0.108	0.011	0.239
3.004	0.019	0.108	0.389	1.014	0.048	0.081	0.01	0.12
2.778	0.06	0.12	0.337	0.91	0.03	0.219	0.035	0
2.943	0.116	0.052	0.353	0.982	0.031	0.146	0.017	0.114
3.404	0.045	0.093	0.407	0.998	0.031	0.287	0.023	0.237
2.893	0.123	0.144	0.251	1.005	0.054	0.167	0	0.101
2.754	0.051	0.084	0.301	0.915	0.02	0.155	0.005	0.162
2.906	0.082	0.016	0.362	0.934	0.017	0.175	0.04	0.161
2.995	0.114	0.02	0.32	0.99	0.035	0.251	0.014	0.132
2.644	0.061	0.1	0.249	0.914	0.046	0.08	0.042	0.108
3.031	0	0.078	0.374	1.019	0.034	0.176	0.028	0.072
3.305	0.091	0.173	0.438	0.973	0.031	0.21	0.011	0.217
3.38	0.101	0.106	0.4	0.999	0.035	0.22	0.016	0.251
3.106	0.071	0.083	0.235	1.039	0.032	0.281	0.001	0.174
3.194	0.125	0.078	0.301	1.074	0.027	0.286	0	0.138
3.275	0.067	0	0.312	1.063	0.061	0.141	0.006	0.309
2.861	0.09	0.134	0.262	0.908	0.049	0.178	0.046	0.159
2.797	0.065	0.14	0.215	1.004	0.053	0.056	0.004	0.176
2.804	0.042	0.078	0.215	0.966	0.012	0.216	0	0.203
2.898	0.143	0.003	0.262	0.99	0.025	0.307	0.017	0.071
2.997	0.106	0.137	0.386	0.96	0.025	0.283	0	0.011
2.822	0.106	0.099	0.316	0.989	0.041	0.119	0	0.076
2.969	0.09	0.078	0.362	1.025	0.043	0.144	0.02	0.045
3.073	0.119	0.046	0.403	0.995	0.071	0.069	0.025	0.17
3.044	0.034	0.143	0.341	0.931	0.038	0.243	0	0.175
2.704	0.062	0.112	0.299	0.904	0.034	0.161	0.022	0.066
3.018	0.095	0.22	0.202	0.971	0.033	0.161	0.008	0.249
3.019	0.049	0.132	0.262	1.009	0.035	0.156	0.041	0.176
3.061	0.097	0.112	0.263	1.079	0.052	0.15	0.005	0.16
2.951	0.083	0.056	0.375	0.959	0.03	0.214	0.035	0.066
3.001	0.127	0.125	0.25	0.966	0.065	0.235	0	0.211
3.199	0.099	0.069	0.438	1.006	0.025	0.275	0.023	0.066
2.918	0.07	0.19	0.255	0.91	0.067	0.149	0.023	0.208
3.37	0.094	0.198	0.362	1.032	0.051	0.134	0.007	0.274
2.863	0.102	0.074	0.197	0.972	0.068	0.29	0.011	0.133
2.812	0.109	0.036	0.235	1.002	0.028	0.224	0.029	0.061
2.992	0.054	0.099	0.32	0.905	0.041	0.219	0.024	0.198
2.653	0.056	0.041	0.251	0.927	0.021	0.212	0.036	0.052
3.034	0.159	0.1	0.419	0.964	0.032	0.024	0.014	0.176
2.883	0.082	0.124	0.34	1.006	0.063	0.054	0	0.11
2.701	0.123	0.048	0.312	0.925	0.008	0.223	0.013	0.014
2.957	0	0	0.325	0.944	0.026	0.268	0	0.265
3.199	0.117	0.246	0.369	0.974	0.012	0.119	0.029	0.174
3.247	0.061	0.108	0.433	0.971	0.07	0.127	0.025	0.239
2.855	0.002	0.074	0.285	0.957	0.047	0.217	0	0.172
2.982	0.094	0.079	0.324	0.965	0.04	0.23	0.003	0.135
2.916	0.096	0.084	0.327	1.031	0.029	0.137	0.009	0.062
3.049	0.052	0.169	0.345	0.972	0.051	0.202	0	0.158
3.08	0.115	0.124	0.377	0.938	0.053	0.302	0.002	0.115
3.257	0.016	0.173	0.402	1.041	0.03	0.163	0	0.212
2.911	0.069	0.166	0.364	0.962	0.034	0.132	0.031	0.028
2.835	0.071	0.108	0.282	1.004	0.038	0.136	0	0.081
2.993	0	0.208	0.306	0.996	0.015	0.256	0.036	0
3.022	0.111	0.082	0.45	0.906	0.018	0.255	0.033	0.053
2.716	0.058	0.06	0.282	0.952	0.033	0.147	0.02	0.083
3.12	0.095	0.094	0.367	0.993	0.034	0.237	0	0.174
3.184	0.02	0.124	0.336	0.994	0.055	0.26	0.024	0.22
3.482	0.083	0.115	0.364	1.021	0.019	0.254	0	0.405
2.998	0.079	0.143	0.354	0.989	0.005	0.166	0.005	0.116
3.556	0.11	0.171	0.425	0.989	0.04	0.318	0.028	0.257
2.91	0.074	0.12	0.173	1.026	0.042	0.188	0	0.164
2.907	0.076	0.225	0.27	0.935	0.07	0.07	0.01	0.221
3.151	0.117	0.126	0.389	0.952	0.032	0.188	0.032	0.166
3.246	0.106	0.096	0.406	0.97	0.043	0.2	0.008	0.229
3.151	0.145	0.145	0.379	1.025	0.062	0.136	0.017	0.098
2.979	0.118	0.104	0.285	0.97	0.049	0.112	0.028	0.171
2.895	0.071	0.116	0.209	0.98	0.012	0.183	0.029	0.156
2.655	0.067	0.041	0.287	1.003	0.014	0.086	0.02	0.008
3.179	0.028	0.089	0.401	0.977	0.021	0.157	0.048	0.181
2.719	0.1	0.179	0.209	0.925	0.047	0.211	0	0.064
3.141	0.086	0.109	0.362	0.984	0.084	0.158	0.004	0.191
3.068	0.052	0.162	0.278	1.04	0.014	0.159	0.008	0.159
3.247	0.079	0.214	0.399	0.976	0.067	0.213	0	0.17
2.776	0.069	0.13	0.28	0.851	0.036	0.185	0	0.235
2.948	0.06	0.106	0.283	0.966	0.071	0.167	0	0.202
2.979	0.023	0.187	0.383	0.917	0.053	0.167	0	0.167
2.604	0.069	0.118	0.217	0.963	0.033	0.184	0	0
3.036	0.126	0.12	0.31	1.039	0.042	0.149	0.008	0.113
3.227	0.164	0.127	0.459	0.936	0.051	0.103	0	0.277
2.838	0.105	0.104	0.293	0.994	0.04	0.13	0	0.077
3.073	0.148	0.134	0.273	1.004	0.041	0.257	0.028	0.083
3.261	0.114	0.116	0.324	1.02	0.045	0.274	0.048	0.162
2.85	0.065	0.077	0.248	0.985	0.046	0.257	0.007	0.09
3.246	0.109	0.214	0.346	0.971	0.03	0.103	0.011	0.251
2.761	0.096	0.017	0.304	0.938	0.03	0.116	0.024	0.165
3.165	0.102	0.136	0.353	1.007	0.053	0.163	0.021	0.16
3.022	0.078	0.114	0.316	1.017	0.043	0.228	0.017	0.076
3.168	0.076	0.159	0.343	0.978	0.031	0.142	0.016	0.21
2.659	0.097	0.084	0.167	0.96	0.04	0.149	0.016	0.127
2.895	0.085	0.145	0.366	0.964	0.034	0.187	0	0.02
3.201	0.074	0.173	0.293	0.999	0.078	0.356	0	0.108
3.354	0.066	0.033	0.405	1.074	0.025	0.223	0.034	0.229
3.163	0.047	0.06	0.375	1.021	0.052	0.263	0.029	0.115
3.081	0.066	0.055	0.333	1.019	0.075	0.159	0.011	0.192
2.941	0.121	0.159	0.269	0.943	0.032	0.069	0.03	0.212
3.37	0.085	0.077	0.454	1.029	0.034	0.205	0.028	0.18
2.662	0.087	0	0.355	0.928	0.011	0.154	0.035	0
3.394	0.092	0.005	0.439	1.047	0.037	0.21	0.052	0.185
3.174	0.106	0.15	0.316	0.966	0.009	0.087	0.033	0.332
2.946	0.082	0.156	0.264	1.03	0.035	0.124	0.03	0.07
3.139	0.093	0.139	0.347	0.97	0.025	0.243	0.006	0.189
3.071	0.092	0.207	0.439	0.891	0.06	0.242	0.003	0.077
3.107	0.055	0.156	0.3	1.024	0.051	0.085	0.038	0.199
2.966	0.115	0.1	0.282	0.985	0.07	0.151	0.002	0.155
2.822	0.068	0.082	0.313	0.92	0.048	0.192	0.022	0.131
2.853	0.124	0.106	0.325	0.967	0.046	0.192	0	0.038
3.319	0.066	0.154	0.332	1.041	0.037	0.22	0.027	0.204
2.912	0.119	0.093	0.322	0.983	0.027	0.221	0	0.057
3.18	0.116	0.204	0.351	0.947	0.029	0.141	0	0.289
3.042	0.079	0.139	0.336	1.05	0.028	0.15	0.01	0.074
2.997	0.161	0.09	0.356	1	0.046	0.199	0.001	0.068
2.86	0.056	0.005	0.459	0.965	0.064	0.092	0	0.066
3.436	0.059	0.191	0.368	1.011	0.045	0.268	0.004	0.231
3.073	0.193	0.104	0.279	0.951	0.024	0.117	0.055	0.228
3.311	0.017	0.133	0.539	1.048	0.018	0.138	0.052	0.01
3.029	0.092	0.112	0.272	1.001	0.053	0.267	0.044	0.061
3.042	0.11	0.093	0.316	1.013	0.033	0.201	0.01	0.155
3.416	0.164	0.149	0.407	1.033	0.046	0.147	0.076	0.18
3.156	0.105	0.118	0.348	1.013	0.017	0.171	0.038	0.147
2.963	0.098	0.057	0.243	0.996	0.042	0.202	0.008	0.204
3.167	0.043	0.123	0.239	1.057	0.045	0.25	0.033	0.15
3.021	0.164	0.095	0.331	1.072	0.057	0.042	0.025	0.071
3.076	0.135	0.072	0.359	0.987	0.022	0.206	0.013	0.146
2.993	0	0.134	0.32	0.997	0.051	0.209	0.032	0.073
3.09	0.11	0.161	0.326	0.971	0.062	0.202	0	0.172
2.947	0.078	0.132	0.229	1.029	0.026	0.078	0.023	0.164
2.83	0.132	0.119	0.227	0.964	0.038	0.169	0	0.173
3.074	0.056	0.164	0.323	0.993	0.066	0.132	0.037	0.123
3.517	0.038	0.179	0.562	0.971	0.075	0.198	0.024	0.191
2.996	0.03	0.134	0.38	0.924	0.023	0.13	0.047	0.176
